Ship_Mode,Segment,State,Region,Category,Sub_Category,Sales,Discount,Profit,Discount_%
Standard Class,Consumer,Missouri,Central,Office Supplies,Envelopes,16.56,0,7.7832,0%
Standard Class,Consumer,Missouri,Central,Technology,Accessories,279.95,0,67.188,0%
Standard Class,Corporate,Kentucky,South,Office Supplies,Storage,828.84,0,0,0%
First Class,Consumer,Ohio,East,Office Supplies,Binders,7.218,0.7,-5.5338,0.5-0.8%
First Class,Consumer,Ohio,East,Office Supplies,Supplies,27.2,0.2,2.04,0.1-0.4%
Standard Class,Corporate,Nebraska,Central,Technology,Accessories,89.97,0,18.8937,0%
Standard Class,Consumer,Kentucky,South,Furniture,Furnishings,318.08,0,34.9888,0%
Standard Class,Consumer,Kentucky,South,Office Supplies,Binders,5.8,0,2.61,0%
Second Class,Corporate,California,West,Technology,Phones,143.952,0.2,17.994,0.1-0.4%
Second Class,Corporate,California,West,Office Supplies,Paper,19.44,0,9.3312,0%
Standard Class,Consumer,Virginia,South,Office Supplies,Art,5.56,0,1.4456,0%
First Class,Corporate,Virginia,South,Office Supplies,Storage,146.73,0,2.9346,0%
First Class,Corporate,Virginia,South,Office Supplies,Paper,29.9,0,13.455,0%
Second Class,Consumer,California,West,Office Supplies,Binders,276.784,0.2,89.9548,0.1-0.4%
Standard Class,Corporate,Texas,Central,Office Supplies,Appliances,93.032,0.8,-251.1864,0.5-0.8%
Standard Class,Corporate,Texas,Central,Furniture,Chairs,454.965,0.3,-136.4895,0.1-0.4%
Standard Class,Corporate,North Carolina,South,Technology,Phones,246.168,0.2,21.5397,0.1-0.4%
Second Class,Consumer,Ohio,East,Office Supplies,Storage,295.4,0.2,-62.7725,0.1-0.4%
First Class,Consumer,Kentucky,South,Office Supplies,Storage,348.56,0,104.568,0%
Second Class,Corporate,Ohio,East,Office Supplies,Paper,15.552,0.2,5.4432,0.1-0.4%
Second Class,Corporate,Ohio,East,Furniture,Bookcases,482.94,0.5,-376.6932,0.5-0.8%
Standard Class,Consumer,Michigan,Central,Technology,Phones,299.98,0,83.9944,0%
Standard Class,Consumer,Michigan,Central,Office Supplies,Binders,403.68,0,181.656,0%
Standard Class,Consumer,Michigan,Central,Technology,Phones,41.9,0,11.732,0%
Standard Class,Consumer,Michigan,Central,Office Supplies,Labels,28.91,0,13.2986,0%
Standard Class,Consumer,Indiana,Central,Office Supplies,Paper,32.4,0,15.552,0%
Standard Class,Home Office,Texas,Central,Technology,Phones,369.544,0.2,27.7158,0.1-0.4%
Standard Class,Home Office,Texas,Central,Office Supplies,Paper,10.368,0.2,3.7584,0.1-0.4%
Standard Class,Home Office,Texas,Central,Technology,Accessories,791.88,0.2,128.6805,0.1-0.4%
Standard Class,Consumer,Texas,Central,Office Supplies,Art,23.64,0.2,5.319,0.1-0.4%
Standard Class,Consumer,Texas,Central,Office Supplies,Storage,84.784,0.2,-16.9568,0.1-0.4%
Standard Class,Consumer,Texas,Central,Furniture,Furnishings,64.96,0.6,-84.448,0.5-0.8%
Standard Class,Consumer,Texas,Central,Office Supplies,Binders,32.06,0.8,-51.296,0.5-0.8%
Standard Class,Consumer,Texas,Central,Office Supplies,Storage,177.648,0.2,-28.8678,0.1-0.4%
Standard Class,Consumer,Texas,Central,Technology,Machines,287.91,0.4,33.5895,0.1-0.4%
First Class,Corporate,Texas,Central,Office Supplies,Supplies,22.368,0.2,1.6776,0.1-0.4%
First Class,Corporate,Texas,Central,Office Supplies,Paper,32.368,0.2,11.7334,0.1-0.4%
First Class,Corporate,Texas,Central,Technology,Accessories,207.984,0.2,36.3972,0.1-0.4%
First Class,Home Office,Virginia,South,Office Supplies,Envelopes,36.4,0,17.472,0%
First Class,Home Office,Virginia,South,Technology,Accessories,22.96,0,4.3624,0%
First Class,Home Office,Virginia,South,Office Supplies,Storage,315.2,0,6.304,0%
First Class,Home Office,Virginia,South,Office Supplies,Binders,15.18,0,7.1346,0%
Second Class,Corporate,California,West,Technology,Phones,623.96,0.2,38.9975,0.1-0.4%
Second Class,Consumer,Pennsylvania,East,Technology,Phones,429.6,0.4,-93.08,0.1-0.4%
Second Class,Consumer,Pennsylvania,East,Furniture,Furnishings,31.968,0.2,6.3936,0.1-0.4%
Second Class,Consumer,Pennsylvania,East,Furniture,Chairs,887.271,0.3,-63.3765,0.1-0.4%
Second Class,Consumer,Pennsylvania,East,Office Supplies,Paper,21.696,0.2,7.0512,0.1-0.4%
Standard Class,Home Office,California,West,Office Supplies,Labels,22.05,0,10.584,0%
Standard Class,Home Office,California,West,Office Supplies,Paper,99.9,0,46.953,0%
Second Class,Corporate,California,West,Office Supplies,Appliances,90.86,0,26.3494,0%
Same Day,Consumer,California,West,Office Supplies,Paper,7.78,0,3.501,0%
Second Class,Consumer,Pennsylvania,East,Office Supplies,Binders,78.759,0.7,-57.7566,0.5-0.8%
Second Class,Home Office,Texas,Central,Furniture,Furnishings,9.552,0.6,-3.8208,0.5-0.8%
Second Class,Home Office,Texas,Central,Furniture,Furnishings,5.344,0.6,-2.1376,0.5-0.8%
Standard Class,Home Office,New Mexico,West,Office Supplies,Art,8.28,0,3.4776,0%
Standard Class,Consumer,Texas,Central,Office Supplies,Storage,50.136,0.2,-11.2806,0.1-0.4%
First Class,Corporate,Oregon,West,Office Supplies,Binders,88.074,0.7,-58.716,0.5-0.8%
Second Class,Consumer,Ohio,East,Furniture,Bookcases,301.47,0.5,-241.176,0.5-0.8%
Second Class,Consumer,Ohio,East,Office Supplies,Art,18.656,0.2,1.6324,0.1-0.4%
Standard Class,Corporate,Maryland,East,Furniture,Furnishings,27.46,0,9.8856,0%
Standard Class,Corporate,Maryland,East,Office Supplies,Appliances,125.13,0,36.2877,0%
Standard Class,Home Office,California,West,Technology,Phones,555.96,0.2,41.697,0.1-0.4%
Standard Class,Corporate,North Carolina,South,Office Supplies,Storage,129.552,0.2,-22.6716,0.1-0.4%
Standard Class,Corporate,North Carolina,South,Office Supplies,Storage,51.984,0.2,-5.1984,0.1-0.4%
Standard Class,Corporate,North Carolina,South,Office Supplies,Paper,10.272,0.2,3.4668,0.1-0.4%
Standard Class,Consumer,Florida,South,Office Supplies,Binders,18.336,0.7,-12.224,0.5-0.8%
Standard Class,Consumer,Florida,South,Technology,Phones,180.96,0.2,13.572,0.1-0.4%
Standard Class,Consumer,Illinois,Central,Technology,Accessories,475.944,0.2,95.1888,0.1-0.4%
Second Class,Home Office,California,West,Technology,Accessories,159.98,0,47.994,0%
First Class,Corporate,New York,East,Technology,Phones,43.6,0,12.208,0%
Standard Class,Consumer,Nevada,West,Office Supplies,Binders,8.288,0.2,3.0044,0.1-0.4%
Standard Class,Consumer,Nevada,West,Technology,Phones,1123.128,0.2,70.1955,0.1-0.4%
Standard Class,Consumer,Nevada,West,Office Supplies,Appliances,64.9,0,18.821,0%
Standard Class,Consumer,Illinois,Central,Office Supplies,Binders,2.808,0.8,-4.4928,0.5-0.8%
Standard Class,Corporate,Vermont,East,Technology,Accessories,99.98,0,42.9914,0%
Standard Class,Corporate,Vermont,East,Office Supplies,Art,8.04,0,2.7336,0%
Standard Class,Corporate,Vermont,East,Office Supplies,Storage,1564.29,0,406.7154,0%
Standard Class,Corporate,Michigan,Central,Office Supplies,Binders,138.56,0,66.5088,0%
Standard Class,Corporate,Michigan,Central,Office Supplies,Appliances,65.52,0.1,12.376,0.1-0.4%
Second Class,Consumer,Arizona,West,Office Supplies,Art,14.576,0.2,2.3686,0.1-0.4%
Second Class,Consumer,Arizona,West,Technology,Accessories,23.2,0.2,1.45,0.1-0.4%
Second Class,Consumer,Arizona,West,Office Supplies,Art,16.464,0.2,1.8522,0.1-0.4%
Second Class,Consumer,Pennsylvania,East,Furniture,Furnishings,19.312,0.2,3.1382,0.1-0.4%
Standard Class,Consumer,Nevada,West,Office Supplies,Paper,40.08,0,19.2384,0%
Standard Class,Corporate,Maine,East,Office Supplies,Appliances,101.96,0,27.5292,0%
Standard Class,Corporate,Maine,East,Office Supplies,Paper,259.74,0,124.6752,0%
Standard Class,Corporate,Maine,East,Technology,Accessories,255.42,0,104.7222,0%
Standard Class,Home Office,Tennessee,South,Office Supplies,Binders,4.338,0.7,-3.0366,0.5-0.8%
Standard Class,Home Office,Tennessee,South,Office Supplies,Binders,11.88,0.7,-7.92,0.5-0.8%
Standard Class,Consumer,Wisconsin,Central,Furniture,Bookcases,405.86,0,32.4688,0%
Standard Class,Consumer,Wisconsin,Central,Furniture,Chairs,680.01,0,176.8026,0%
Standard Class,Consumer,Illinois,Central,Technology,Accessories,2.376,0.2,0.7425,0.1-0.4%
Standard Class,Consumer,Illinois,Central,Office Supplies,Appliances,143.128,0.8,-393.602,0.5-0.8%
Second Class,Consumer,California,West,Technology,Machines,4476.8,0.2,503.64,0.1-0.4%
Second Class,Consumer,California,West,Office Supplies,Paper,104.85,0,50.328,0%
Second Class,Consumer,California,West,Office Supplies,Appliances,241.44,0,72.432,0%
Standard Class,Home Office,Mississippi,South,Office Supplies,Paper,319.76,0,147.0896,0%
Standard Class,Home Office,Mississippi,South,Office Supplies,Paper,45.68,0,21.0128,0%
Same Day,Home Office,California,West,Furniture,Furnishings,31.96,0,1.598,0%
Same Day,Home Office,California,West,Office Supplies,Paper,47.9,0,22.992,0%
Same Day,Home Office,California,West,Office Supplies,Storage,1112.94,0,222.588,0%
Same Day,Home Office,California,West,Office Supplies,Envelopes,22.92,0,11.2308,0%
Second Class,Consumer,Washington,West,Technology,Phones,71.976,0.2,8.997,0.1-0.4%
Second Class,Consumer,Washington,West,Office Supplies,Paper,19.44,0,9.3312,0%
Standard Class,Corporate,Tennessee,South,Office Supplies,Binders,31.086,0.7,-20.724,0.5-0.8%
Standard Class,Consumer,New York,East,Technology,Phones,13.98,0,3.9144,0%
Standard Class,Consumer,New York,East,Office Supplies,Art,23.65,0,6.149,0%
Standard Class,Consumer,California,West,Technology,Phones,707.88,0.2,44.2425,0.1-0.4%
Standard Class,Consumer,California,West,Office Supplies,Binders,11.952,0.2,4.1832,0.1-0.4%
Standard Class,Consumer,California,West,Office Supplies,Binders,31.128,0.2,11.673,0.1-0.4%
Standard Class,Consumer,California,West,Technology,Accessories,55.76,0,7.8064,0%
Standard Class,Consumer,California,West,Office Supplies,Paper,24.56,0,11.5432,0%
Standard Class,Consumer,California,West,Furniture,Furnishings,51.75,0,15.525,0%
Standard Class,Consumer,California,West,Furniture,Chairs,207.184,0.2,25.898,0.1-0.4%
Standard Class,Consumer,California,West,Office Supplies,Appliances,1473.1,0,412.468,0%
Standard Class,Home Office,Pennsylvania,East,Office Supplies,Supplies,3.488,0.2,-0.6976,0.1-0.4%
Standard Class,Home Office,Pennsylvania,East,Technology,Accessories,21.728,0.2,3.8024,0.1-0.4%
Standard Class,Home Office,Pennsylvania,East,Office Supplies,Storage,663.072,0.2,-165.768,0.1-0.4%
Standard Class,Home Office,Pennsylvania,East,Office Supplies,Binders,99.588,0.7,-82.99,0.5-0.8%
Standard Class,Home Office,Pennsylvania,East,Office Supplies,Paper,49.568,0.2,15.49,0.1-0.4%
Standard Class,Corporate,Texas,Central,Office Supplies,Binders,29.372,0.8,-46.9952,0.5-0.8%
Standard Class,Corporate,Texas,Central,Technology,Phones,344.704,0.2,38.7792,0.1-0.4%
Standard Class,Consumer,Arizona,West,Office Supplies,Supplies,47.992,0.2,3.5994,0.1-0.4%
Standard Class,Consumer,Arizona,West,Technology,Accessories,102.24,0.2,-16.614,0.1-0.4%
Standard Class,Consumer,California,West,Office Supplies,Paper,39.96,0,19.1808,0%
Standard Class,Consumer,California,West,Technology,Phones,1432,0.2,125.3,0.1-0.4%
Standard Class,Consumer,California,West,Office Supplies,Supplies,41.04,0,11.0808,0%
Standard Class,Consumer,California,West,Furniture,Chairs,256.784,0.2,32.098,0.1-0.4%
First Class,Consumer,New Jersey,East,Furniture,Bookcases,120.98,0,12.098,0%
First Class,Consumer,New Jersey,East,Office Supplies,Binders,315.98,0,148.5106,0%
Standard Class,Corporate,New York,East,Office Supplies,Binders,28.752,0.2,10.0632,0.1-0.4%
Standard Class,Corporate,New York,East,Office Supplies,Art,114.95,0,32.186,0%
Standard Class,Corporate,California,West,Office Supplies,Art,23.04,0,6.912,0%
Same Day,Consumer,Connecticut,East,Office Supplies,Art,15.48,0,4.4892,0%
Same Day,Consumer,Connecticut,East,Office Supplies,Paper,51.84,0,24.8832,0%
Standard Class,Consumer,Illinois,Central,Technology,Accessories,39.816,0.2,7.4655,0.1-0.4%
Second Class,Corporate,Washington,West,Office Supplies,Storage,16.06,0,4.1756,0%
Second Class,Home Office,Iowa,Central,Office Supplies,Envelopes,7.28,0,3.4944,0%
Second Class,Home Office,Iowa,Central,Office Supplies,Binders,5.4,0,2.592,0%
Standard Class,Consumer,California,West,Office Supplies,Paper,19.44,0,9.3312,0%
Standard Class,Corporate,California,West,Furniture,Furnishings,39.88,0,11.1664,0%
Standard Class,Corporate,California,West,Furniture,Furnishings,79.44,0,28.5984,0%
First Class,Corporate,Pennsylvania,East,Office Supplies,Labels,20.664,0.2,6.9741,0.1-0.4%
Standard Class,Corporate,California,West,Office Supplies,Paper,32.4,0,15.552,0%
Standard Class,Corporate,Texas,Central,Office Supplies,Appliances,13.762,0.8,-24.7716,0.5-0.8%
First Class,Home Office,Minnesota,Central,Office Supplies,Envelopes,15.28,0,7.4872,0%
Standard Class,Consumer,Pennsylvania,East,Office Supplies,Storage,44.688,0.2,3.3516,0.1-0.4%
Standard Class,Consumer,Pennsylvania,East,Furniture,Bookcases,301.47,0.5,-204.9996,0.5-0.8%
First Class,Consumer,Louisiana,South,Office Supplies,Labels,11.07,0,5.2029,0%
First Class,Consumer,Louisiana,South,Furniture,Tables,1504.52,0,346.0396,0%
First Class,Consumer,Louisiana,South,Office Supplies,Paper,25.92,0,12.4416,0%
Same Day,Home Office,Texas,Central,Office Supplies,Binders,7.536,0.8,-13.188,0.5-0.8%
Same Day,Home Office,Texas,Central,Office Supplies,Binders,1.408,0.8,-2.3232,0.5-0.8%
Same Day,Home Office,Texas,Central,Office Supplies,Binders,4.144,0.8,-6.4232,0.5-0.8%
Same Day,Home Office,Texas,Central,Office Supplies,Storage,52.752,0.2,-12.5286,0.1-0.4%
Standard Class,Corporate,California,West,Office Supplies,Appliances,381.36,0,106.7808,0%
Same Day,Home Office,California,West,Office Supplies,Art,6.72,0,3.36,0%
First Class,Consumer,California,West,Office Supplies,Binders,15.192,0.2,5.5071,0.1-0.4%
First Class,Consumer,California,West,Office Supplies,Paper,58.32,0,27.9936,0%
Standard Class,Consumer,Arizona,West,Office Supplies,Binders,946.764,0.7,-694.2936,0.5-0.8%
Standard Class,Consumer,California,West,Furniture,Furnishings,94.68,0,31.2444,0%
Standard Class,Consumer,California,West,Office Supplies,Storage,23.67,0,0.9468,0%
Standard Class,Consumer,California,West,Technology,Phones,1091.168,0.2,68.198,0.1-0.4%
Standard Class,Consumer,California,West,Office Supplies,Art,18.69,0,5.2332,0%
Standard Class,Consumer,California,West,Furniture,Tables,568.728,0.2,28.4364,0.1-0.4%
Standard Class,Consumer,California,West,Office Supplies,Binders,7.312,0.2,2.5592,0.1-0.4%
First Class,Consumer,Ohio,East,Furniture,Furnishings,147.568,0.2,-3.6892,0.1-0.4%
Standard Class,Corporate,Florida,South,Office Supplies,Paper,56.784,0.2,20.5842,0.1-0.4%
Standard Class,Corporate,Florida,South,Office Supplies,Binders,5.607,0.7,-3.9249,0.5-0.8%
Standard Class,Corporate,Florida,South,Office Supplies,Art,6.576,0.2,0.5754,0.1-0.4%
Standard Class,Home Office,California,West,Office Supplies,Binders,14.304,0.2,4.6488,0.1-0.4%
Standard Class,Home Office,California,West,Furniture,Bookcases,119.833,0.15,7.049,0.1-0.4%
Standard Class,Home Office,California,West,Office Supplies,Art,5.56,0,2.224,0%
Standard Class,Home Office,California,West,Office Supplies,Paper,32.4,0,15.552,0%
Standard Class,Home Office,California,West,Office Supplies,Art,9.84,0,2.8536,0%
Standard Class,Home Office,California,West,Office Supplies,Art,2.78,0,0.7228,0%
Standard Class,Consumer,New York,East,Office Supplies,Binders,3.64,0.2,1.365,0.1-0.4%
Standard Class,Consumer,New York,East,Technology,Phones,881.93,0,220.4825,0%
Standard Class,Corporate,Iowa,Central,Office Supplies,Binders,115.84,0,54.4448,0%
Standard Class,Corporate,California,West,Office Supplies,Binders,107.648,0.2,33.64,0.1-0.4%
Second Class,Consumer,Arkansas,South,Technology,Accessories,199.95,0,63.984,0%
Second Class,Consumer,Arkansas,South,Office Supplies,Paper,12.96,0,6.2208,0%
Second Class,Consumer,Missouri,Central,Furniture,Chairs,60.89,0,15.2225,0%
Second Class,Consumer,Missouri,Central,Office Supplies,Labels,14.94,0,6.8724,0%
Second Class,Consumer,Missouri,Central,Office Supplies,Binders,9.64,0,4.4344,0%
Second Class,Consumer,Missouri,Central,Furniture,Furnishings,332.94,0,53.2704,0%
Second Class,Consumer,Missouri,Central,Office Supplies,Binders,51.9,0,24.393,0%
Second Class,Consumer,Missouri,Central,Office Supplies,Storage,64.96,0,2.5984,0%
Second Class,Consumer,South Dakota,Central,Office Supplies,Supplies,25.5,0,6.63,0%
Same Day,Home Office,Washington,West,Furniture,Chairs,215.976,0.2,-2.6997,0.1-0.4%
Standard Class,Consumer,Michigan,Central,Furniture,Chairs,389.97,0,35.0973,0%
Standard Class,Consumer,Michigan,Central,Office Supplies,Appliances,269.91,0.1,53.982,0.1-0.4%
Standard Class,Corporate,Tennessee,South,Office Supplies,Binders,11.673,0.7,-7.782,0.5-0.8%
Standard Class,Corporate,Tennessee,South,Office Supplies,Envelopes,64.848,0.2,24.318,0.1-0.4%
First Class,Home Office,Nevada,West,Furniture,Furnishings,14.56,0,5.5328,0%
Same Day,Consumer,New York,East,Furniture,Chairs,102.582,0.1,6.8388,0.1-0.4%
Same Day,Consumer,New York,East,Office Supplies,Paper,20.04,0,9.6192,0%
Standard Class,Consumer,New York,East,Office Supplies,Binders,32.088,0.2,11.2308,0.1-0.4%
Standard Class,Consumer,New York,East,Office Supplies,Binders,4305.552,0.2,1453.1238,0.1-0.4%
Standard Class,Corporate,New York,East,Furniture,Furnishings,10.02,0,4.4088,0%
Standard Class,Corporate,New York,East,Technology,Phones,631.96,0,303.3408,0%
Standard Class,Consumer,Kentucky,South,Office Supplies,Binders,1577.94,0,757.4112,0%
Same Day,Corporate,New Mexico,West,Office Supplies,Art,255.85,0,112.574,0%
Second Class,Corporate,Florida,South,Office Supplies,Storage,184.704,0.2,13.8528,0.1-0.4%
Second Class,Corporate,Florida,South,Technology,Accessories,47.92,0.2,11.98,0.1-0.4%
Standard Class,Consumer,Pennsylvania,East,Office Supplies,Labels,15.936,0.2,5.1792,0.1-0.4%
Standard Class,Consumer,Pennsylvania,East,Office Supplies,Binders,8.001,0.7,-5.6007,0.5-0.8%
Standard Class,Consumer,Pennsylvania,East,Furniture,Chairs,398.972,0.3,-28.498,0.1-0.4%
Standard Class,Home Office,Washington,West,Furniture,Bookcases,163.88,0,40.97,0%
Standard Class,Consumer,Virginia,South,Office Supplies,Appliances,67.9,0,20.37,0%
Standard Class,Consumer,Florida,South,Office Supplies,Paper,72.224,0.2,25.2784,0.1-0.4%
Second Class,Consumer,Colorado,West,Office Supplies,Labels,11.696,0.2,3.9474,0.1-0.4%
Standard Class,Corporate,Wisconsin,Central,Furniture,Chairs,392.94,0,43.2234,0%
First Class,Consumer,North Carolina,South,Furniture,Furnishings,18.176,0.2,4.7712,0.1-0.4%
Standard Class,Home Office,Texas,Central,Office Supplies,Binders,6.888,0.8,-11.0208,0.5-0.8%
Standard Class,Home Office,Texas,Central,Furniture,Tables,457.485,0.3,-84.9615,0.1-0.4%
First Class,Consumer,Pennsylvania,East,Furniture,Chairs,1079.316,0.3,-15.4188,0.1-0.4%
Second Class,Home Office,California,West,Office Supplies,Paper,48.91,0,22.9877,0%
First Class,Consumer,Delaware,East,Office Supplies,Art,9.84,0,2.8536,0%
First Class,Consumer,Delaware,East,Office Supplies,Binders,34.5,0,15.525,0%
Same Day,Corporate,Texas,Central,Office Supplies,Binders,0.556,0.8,-0.9452,0.5-0.8%
Second Class,Consumer,Maryland,East,Office Supplies,Binders,43.8,0,20.586,0%
Standard Class,Corporate,Ohio,East,Office Supplies,Paper,13.872,0.2,5.0286,0.1-0.4%
Standard Class,Corporate,Ohio,East,Furniture,Bookcases,115.96,0.5,-64.9376,0.5-0.8%
Second Class,Corporate,Texas,Central,Technology,Accessories,41.424,0.2,8.2848,0.1-0.4%
Second Class,Corporate,Texas,Central,Technology,Phones,244.768,0.2,24.4768,0.1-0.4%
Second Class,Corporate,Texas,Central,Office Supplies,Art,74.352,0.2,6.5058,0.1-0.4%
Second Class,Corporate,Texas,Central,Office Supplies,Binders,4.312,0.8,-6.8992,0.5-0.8%
Second Class,Corporate,Texas,Central,Furniture,Chairs,56.686,0.3,-20.245,0.1-0.4%
Second Class,Corporate,Texas,Central,Technology,Phones,97.968,0.2,6.123,0.1-0.4%
